Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
30.0187, 649, 1048576, 1048576, 21.6199, 2.73672, 26, 15, 21, 2.73672, 26, 15, 0.0462309, 0.0262878, 0.239891, 0.028536
30.0057, 407, 2097152, 2097152, 27.1282, 4.19304, 34, 18, 13, 2.09652, 17, 9, 0.0736967, 0.0367099, 0.283999, 0.0507686
30.0284, 400, 2097152, 2097152, 26.6415, 4.73141, 34, 16, 13, 2.3657, 17, 8, 0.0750426, 0.0379615, 0.32944, 0.0469282
30.0243, 393, 2097152, 2097152, 26.1788, 4.48548, 32, 14, 13, 2.24274, 16, 7, 0.0763708, 0.043171, 0.473322, 0.049971
30.0453, 390, 2097152, 2097152, 25.9608, 4.47162, 32, 16, 12, 2.23581, 16, 8, 0.0770117, 0.0432452, 0.414986, 0.0501669
30.0645, 408, 2097152, 2097152, 27.1417, 4.25671, 34, 18, 13, 2.12835, 17, 9, 0.0736577, 0.0358482, 0.303145, 0.0511795
30.0127, 398, 2097152, 2097152, 26.5221, 3.77591, 34, 20, 13, 1.88795, 17, 10, 0.0753829, 0.0410989, 0.299387, 0.0502336
30.0493, 393, 2097152, 2097152, 26.157, 3.8213, 34, 16, 13, 1.91065, 17, 8, 0.0764357, 0.038345, 0.307615, 0.0498454
30.0431, 394, 2097152, 2097152, 26.2289, 3.29472, 34, 20, 13, 1.64736, 17, 10, 0.0762237, 0.0384053, 0.296897, 0.0497351
30.0642, 382, 2097152, 2097152, 25.4123, 4.00517, 32, 16, 12, 2.00258, 16, 8, 0.0786764, 0.0381627, 0.299215, 0.04997
30.0296, 311, 3145728, 3145728, 31.0693, 4.26695, 39, 24, 10, 1.42232, 13, 8, 0.0965321, 0.0436253, 0.339403, 0.0643771
30.0101, 324, 3145728, 3145728, 32.3891, 3.83406, 39, 27, 10, 1.27802, 13, 9, 0.0925992, 0.0361716, 0.302803, 0.0639999
30.0907, 303, 3145728, 3145728, 30.2087, 4.65647, 39, 15, 10, 1.55216, 13, 5, 0.09928, 0.0459246, 0.377104, 0.0663524
30.1937, 335, 3145728, 3145728, 33.2851, 3.67283, 39, 24, 11, 1.22428, 13, 8, 0.0901016, 0.0361134, 0.269648, 0.0649831
30.0823, 329, 3145728, 3145728, 32.81, 4.38178, 39, 24, 10, 1.46059, 13, 8, 0.0914102, 0.0391959, 0.364884, 0.0627069
30.03, 317, 3145728, 3145728, 31.6684, 4.5758, 39, 21, 10, 1.52527, 13, 7, 0.0947055, 0.0434336, 0.32988, 0.0654167
30.0668, 305, 3145728, 3145728, 30.4322, 5.15016, 39, 18, 10, 1.71672, 13, 6, 0.0985529, 0.0483113, 0.448745, 0.0644719
30.1272, 315, 3145728, 3145728, 31.3671, 4.77493, 39, 21, 10, 1.59164, 13, 7, 0.0956165, 0.0377273, 0.302729, 0.0643371
30.0142, 298, 3145728, 3145728, 29.7859, 6.17084, 42, 18, 9, 2.05695, 14, 6, 0.100693, 0.0468668, 0.378367, 0.0633144
30.0928, 277, 4194304, 4194304, 36.8194, 6.67677, 48, 24, 9, 1.66919, 12, 6, 0.108611, 0.0510724, 0.358754, 0.0752826
30.0684, 266, 4194304, 4194304, 35.386, 7.35941, 48, 20, 8, 1.83985, 12, 5, 0.113012, 0.0548769, 0.425568, 0.0750948
30.0074, 266, 4194304, 4194304, 35.4579, 6.733, 48, 24, 8, 1.68325, 12, 6, 0.112785, 0.0521251, 0.440554, 0.0733924
30.0881, 275, 4194304, 4194304, 36.5593, 6.27932, 48, 24, 9, 1.56983, 12, 6, 0.109385, 0.0506804, 0.341274, 0.0725633
30.0436, 272, 4194304, 4194304, 36.2141, 6.34488, 48, 24, 9, 1.58622, 12, 6, 0.11043, 0.048931, 0.325534, 0.0745261
30.0481, 261, 4194304, 4194304, 34.7443, 7.30297, 48, 16, 8, 1.82574, 12, 4, 0.115103, 0.0515115, 0.353161, 0.0729463
30.1511, 276, 4194304, 4194304, 36.6156, 5.56673, 48, 24, 9, 1.39168, 12, 6, 0.10922, 0.0526135, 0.409188, 0.0748238
30.0525, 271, 4194304, 4194304, 36.0702, 6.03438, 44, 20, 9, 1.5086, 11, 5, 0.110866, 0.0542051, 0.385568, 0.0747843
30.0308, 281, 4194304, 4194304, 37.4282, 6.24408, 48, 24, 9, 1.56102, 12, 6, 0.106846, 0.0478559, 0.382941, 0.0747414
30.0216, 2641, 1024, 1024, 0.0859082, 0.0042874, 0.0927734, 0.078125, 87, 4.3903, 95, 80, 0.0227141, 0.00790584, 0.0955363, 0.0107935
30.034, 2627, 1024, 1024, 0.0854176, 0.00561725, 0.0976562, 0.0693359, 87, 5.75206, 100, 71, 0.0228449, 0.0104076, 0.325964, 0.00980831
30.0157, 2740, 1024, 1024, 0.0891461, 0.00534229, 0.101562, 0.0712891, 91, 5.47051, 104, 73, 0.0218935, 0.00927997, 0.190545, 0.0104912
30.012, 2655, 1024, 1024, 0.0863912, 0.00487056, 0.09375, 0.0732422, 88, 4.98746, 96, 75, 0.0225928, 0.00875352, 0.0854585, 0.0111151
30.0206, 2710, 1024, 1024, 0.0881556, 0.00560201, 0.100586, 0.0732422, 90, 5.73645, 103, 75, 0.0221348, 0.0108171, 0.271225, 0.00928679
30.0254, 2631, 1024, 1024, 0.085572, 0.0046622, 0.0917969, 0.0703125, 87, 4.77409, 94, 72, 0.0228032, 0.0100135, 0.191921, 0.0109271
30.0241, 2753, 1024, 1024, 0.089544, 0.00540482, 0.0986328, 0.0751953, 91, 5.53453, 101, 77, 0.0217921, 0.0101765, 0.236954, 0.0105469
30.0107, 2631, 1024, 1024, 0.0856139, 0.0048343, 0.0966797, 0.0751953, 87, 4.95033, 99, 77, 0.0227951, 0.0107119, 0.312153, 0.0103303
30.0209, 2625, 1024, 1024, 0.0853897, 0.00469908, 0.0927734, 0.0771484, 87, 4.81186, 95, 79, 0.0228525, 0.00888718, 0.102105, 0.0108339
30.0119, 2611, 2048, 2048, 0.16992, 0.0127612, 0.1875, 0.115234, 86, 6.53373, 96, 59, 0.0229703, 0.0126864, 0.32465, 0.0110037
30.0149, 2693, 2048, 2048, 0.175238, 0.0157168, 0.201172, 0.107422, 89, 8.04699, 103, 55, 0.0222725, 0.0122399, 0.370236, 0.00927115
30.0256, 2619, 2048, 2048, 0.170362, 0.00901161, 0.1875, 0.150391, 87, 4.61395, 96, 77, 0.0229097, 0.00968668, 0.0852008, 0.0101451
30.028, 2660, 2048, 2048, 0.173016, 0.00914084, 0.189453, 0.152344, 88, 4.68011, 97, 78, 0.0225569, 0.00962814, 0.094187, 0.010662
30.0174, 2643, 2048, 2048, 0.17197, 0.00846674, 0.189453, 0.150391, 88, 4.33497, 97, 77, 0.0226984, 0.00918129, 0.158355, 0.010929
30.0323, 2603, 2048, 2048, 0.169284, 0.00952607, 0.183594, 0.150391, 86, 4.87735, 94, 77, 0.0230483, 0.00959221, 0.108677, 0.0113545
30.0265, 2749, 2048, 2048, 0.178813, 0.0100207, 0.203125, 0.158203, 91, 5.13059, 104, 81, 0.0218246, 0.00925018, 0.0861915, 0.0104749
30.0342, 2614, 2048, 2048, 0.169988, 0.0103722, 0.1875, 0.148438, 87, 5.31058, 96, 76, 0.0229555, 0.00979865, 0.133545, 0.0113504
30.0188, 2604, 2048, 2048, 0.169425, 0.0137121, 0.185547, 0.111328, 86, 7.02058, 95, 57, 0.023035, 0.0112519, 0.243576, 0.0109193
30.02, 2666, 4096, 4096, 0.346904, 0.0221941, 0.394531, 0.292969, 88, 5.68169, 101, 75, 0.0224992, 0.00906999, 0.0834481, 0.0103501
30.0015, 2625, 4096, 4096, 0.34178, 0.0193243, 0.371094, 0.269531, 87, 4.94701, 95, 69, 0.0228432, 0.0100929, 0.240112, 0.0107109
30.0132, 2637, 4096, 4096, 0.343209, 0.0160595, 0.375, 0.320312, 87, 4.11124, 96, 82, 0.0227475, 0.00920829, 0.0834879, 0.0099558
30.0216, 2676, 4096, 4096, 0.348187, 0.0282007, 0.394531, 0.246094, 89, 7.21939, 101, 63, 0.0224183, 0.010505, 0.2337, 0.0111396
30.0351, 2579, 4096, 4096, 0.335415, 0.0247677, 0.378906, 0.28125, 85, 6.34053, 97, 72, 0.0232649, 0.0100182, 0.0885399, 0.0101446
